"","X.3","X.2","X.1","X","React","Reward","keyResponse","Bank","Subnum","Sex","Race","Ethnicity","Bonus","Condition","OptimChoice","Trial","Block","SubjID"
"5698",5698,5698,1998,1998,14964,250,4,44450,1020,"Male","White","Not Hispanic or Latino",6.2,"Control",1,98,4,57
"5699",5699,5699,1999,1999,550,250,4,44700,1020,"Male","White","Not Hispanic or Latino",6.2,"Control",1,99,4,57
"5700",5700,5700,2000,2000,765,1500,4,46200,1020,"Male","White","Not Hispanic or Latino",6.2,"Control",1,100,4,57
"5701",5701,5701,2001,2001,5219,250,4,250,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,1,1,58
"5702",5702,5702,2002,2002,1562,300,3,550,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,2,1,58
"5703",5703,5703,2003,2003,2379,500,1,1050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,3,1,58
"5704",5704,5704,2004,2004,2028,450,2,1500,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,4,1,58
"5705",5705,5705,2005,2005,1126,300,3,1800,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,5,1,58
"5706",5706,5706,2006,2006,2156,250,4,2050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,6,1,58
"5707",5707,5707,2007,2007,1423,450,2,2500,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,7,1,58
"5708",5708,5708,2008,2008,1846,500,1,3000,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,8,1,58
"5709",5709,5709,2009,2009,2595,500,1,3500,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,9,1,58
"5710",5710,5710,2010,2010,1229,300,3,3800,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,10,1,58
"5711",5711,5711,2011,2011,1354,450,2,4250,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,11,1,58
"5712",5712,5712,2012,2012,1309,500,1,4750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,12,1,58
"5713",5713,5713,2013,2013,1086,300,3,5050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,13,1,58
"5714",5714,5714,2014,2014,1596,0,1,5050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,14,1,58
"5715",5715,5715,2015,2015,1244,450,2,5500,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,15,1,58
"5716",5716,5716,2016,2016,700,250,4,5750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,16,1,58
"5717",5717,5717,2017,2017,1027,200,2,5950,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,17,1,58
"5718",5718,5718,2018,2018,1227,500,1,6450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,18,1,58
"5719",5719,5719,2019,2019,1157,1300,3,7750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,19,1,58
"5720",5720,5720,2020,2020,742,450,2,8200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,20,1,58
"5721",5721,5721,2021,2021,3074,500,1,8700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,21,1,58
"5722",5722,5722,2022,2022,1118,300,3,9000,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,22,1,58
"5723",5723,5723,2023,2023,1004,450,2,9450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,23,1,58
"5724",5724,5724,2024,2024,1318,500,1,9950,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,24,1,58
"5725",5725,5725,2025,2025,1262,300,3,10250,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,25,1,58
"5726",5726,5726,2026,2026,1710,450,2,10700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,26,2,58
"5727",5727,5727,2027,2027,462,250,4,10950,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,27,2,58
"5728",5728,5728,2028,2028,1476,500,1,11450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,28,2,58
"5729",5729,5729,2029,2029,1075,450,2,11900,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,29,2,58
"5730",5730,5730,2030,2030,1012,300,3,12200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,30,2,58
"5731",5731,5731,2031,2031,863,1500,4,13700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,31,2,58
"5732",5732,5732,2032,2032,1732,0,1,13700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,32,2,58
"5733",5733,5733,2033,2033,1450,200,2,13900,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,33,2,58
"5734",5734,5734,2034,2034,1237,250,4,14150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,34,2,58
"5735",5735,5735,2035,2035,1340,450,2,14600,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,35,2,58
"5736",5736,5736,2036,2036,878,500,1,15100,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,36,2,58
"5737",5737,5737,2037,2037,1030,300,3,15400,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,37,2,58
"5738",5738,5738,2038,2038,1371,250,4,15650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,38,2,58
"5739",5739,5739,2039,2039,597,450,2,16100,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,39,2,58
"5740",5740,5740,2040,2040,855,250,4,16350,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,40,2,58
"5741",5741,5741,2041,2041,652,500,1,16850,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,41,2,58
"5742",5742,5742,2042,2042,573,250,4,17100,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,42,2,58
"5743",5743,5743,2043,2043,413,1500,4,18600,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,43,2,58
"5744",5744,5744,2044,2044,678,250,4,18850,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,44,2,58
"5745",5745,5745,2045,2045,533,1300,3,20150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,45,2,58
"5746",5746,5746,2046,2046,550,450,2,20600,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,46,2,58
"5747",5747,5747,2047,2047,813,500,1,21100,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,47,2,58
"5748",5748,5748,2048,2048,5421,300,3,21400,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,48,2,58
"5749",5749,5749,2049,2049,862,450,2,21850,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,49,2,58
"5750",5750,5750,2050,2050,61552,200,2,22050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,50,2,58
"5751",5751,5751,2051,2051,5277,500,1,22550,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,51,3,58
"5752",5752,5752,2052,2052,32483,450,2,23000,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,52,3,58
"5753",5753,5753,2053,2053,7059,450,2,23450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,53,3,58
"5754",5754,5754,2054,2054,2716,300,3,23750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,54,3,58
"5755",5755,5755,2055,2055,25644,450,2,24200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,55,3,58
"5756",5756,5756,2056,2056,2261,0,1,24200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,56,3,58
"5757",5757,5757,2057,2057,1101,250,4,24450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,57,3,58
"5758",5758,5758,2058,2058,860,450,2,24900,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,58,3,58
"5759",5759,5759,2059,2059,3410,500,1,25400,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,59,3,58
"5760",5760,5760,2060,2060,839,500,1,25900,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,60,3,58
"5761",5761,5761,2061,2061,684,500,1,26400,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,61,3,58
"5762",5762,5762,2062,2062,836,300,3,26700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,62,3,58
"5763",5763,5763,2063,2063,358,250,4,26950,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,63,3,58
"5764",5764,5764,2064,2064,1979,200,2,27150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,64,3,58
"5765",5765,5765,2065,2065,405,500,1,27650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,65,3,58
"5766",5766,5766,2066,2066,398,0,1,27650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,66,3,58
"5767",5767,5767,2067,2067,381,250,4,27900,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,67,3,58
"5768",5768,5768,2068,2068,380,300,3,28200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,68,3,58
"5769",5769,5769,2069,2069,1244,500,1,28700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,69,3,58
"5770",5770,5770,2070,2070,884,450,2,29150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,70,3,58
"5771",5771,5771,2071,2071,1796,450,2,29600,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,71,3,58
"5772",5772,5772,2072,2072,877,1500,4,31100,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,72,3,58
"5773",5773,5773,2073,2073,1877,450,2,31550,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,73,3,58
"5774",5774,5774,2074,2074,50355,500,1,32050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,74,3,58
"5775",5775,5775,2075,2075,581,1300,3,33350,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,75,3,58
"5776",5776,5776,2076,2076,1492,500,1,33850,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,76,4,58
"5777",5777,5777,2077,2077,941,450,2,34300,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,77,4,58
"5778",5778,5778,2078,2078,1349,250,4,34550,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,78,4,58
"5779",5779,5779,2079,2079,1190,500,1,35050,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,79,4,58
"5780",5780,5780,2080,2080,1316,200,2,35250,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,80,4,58
"5781",5781,5781,2081,2081,801,250,4,35500,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,81,4,58
"5782",5782,5782,2082,2082,1189,250,4,35750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,82,4,58
"5783",5783,5783,2083,2083,570,0,1,35750,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,83,4,58
"5784",5784,5784,2084,2084,1229,450,2,36200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,84,4,58
"5785",5785,5785,2085,2085,878,450,2,36650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,85,4,58
"5786",5786,5786,2086,2086,1709,500,1,37150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,86,4,58
"5787",5787,5787,2087,2087,419,500,1,37650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,87,4,58
"5788",5788,5788,2088,2088,542,500,1,38150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,88,4,58
"5789",5789,5789,2089,2089,1757,300,3,38450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,89,4,58
"5790",5790,5790,2090,2090,1390,250,4,38700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,90,4,58
"5791",5791,5791,2091,2091,886,500,1,39200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,91,4,58
"5792",5792,5792,2092,2092,1116,0,1,39200,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,92,4,58
"5793",5793,5793,2093,2093,1277,450,2,39650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,93,4,58
"5794",5794,5794,2094,2094,1762,300,3,39950,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,94,4,58
"5795",5795,5795,2095,2095,2228,1500,4,41450,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,95,4,58
"5796",5796,5796,2096,2096,1429,250,4,41700,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",1,96,4,58
"5797",5797,5797,2097,2097,1610,450,2,42150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,97,4,58
"5798",5798,5798,2098,2098,2166,500,1,42650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,98,4,58
"5799",5799,5799,2099,2099,1621,500,1,43150,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,99,4,58
"5800",5800,5800,2100,2100,637,500,1,43650,1021,"Female","Black or African American","Not Hispanic or Latino",3.65,"Control",0,100,4,58
"5801",5801,5801,2101,2101,2533,450,2,450,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,1,1,59
"5802",5802,5802,2102,2102,2301,450,2,900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,2,1,59
"5803",5803,5803,2103,2103,1540,450,2,1350,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,3,1,59
"5804",5804,5804,2104,2104,1460,300,3,1650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,4,1,59
"5805",5805,5805,2105,2105,978,500,1,2150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,5,1,59
"5806",5806,5806,2106,2106,796,500,1,2650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,6,1,59
"5807",5807,5807,2107,2107,757,250,4,2900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,7,1,59
"5808",5808,5808,2108,2108,909,500,1,3400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,8,1,59
"5809",5809,5809,2109,2109,557,500,1,3900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,9,1,59
"5810",5810,5810,2110,2110,2059,0,1,3900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,10,1,59
"5811",5811,5811,2111,2111,716,500,1,4400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,11,1,59
"5812",5812,5812,2112,2112,747,500,1,4900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,12,1,59
"5813",5813,5813,2113,2113,532,500,1,5400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,13,1,59
"5814",5814,5814,2114,2114,796,500,1,5900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,14,1,59
"5815",5815,5815,2115,2115,1349,0,1,5900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,15,1,59
"5816",5816,5816,2116,2116,548,500,1,6400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,16,1,59
"5817",5817,5817,2117,2117,525,500,1,6900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,17,1,59
"5818",5818,5818,2118,2118,564,500,1,7400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,18,1,59
"5819",5819,5819,2119,2119,1555,500,1,7900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,19,1,59
"5820",5820,5820,2120,2120,868,450,2,8350,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,20,1,59
"5821",5821,5821,2121,2121,597,0,1,8350,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,21,1,59
"5822",5822,5822,2122,2122,2252,500,1,8850,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,22,1,59
"5823",5823,5823,2123,2123,676,500,1,9350,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,23,1,59
"5824",5824,5824,2124,2124,691,500,1,9850,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,24,1,59
"5825",5825,5825,2125,2125,1212,500,1,10350,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,25,1,59
"5826",5826,5826,2126,2126,794,200,2,10550,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,26,2,59
"5827",5827,5827,2127,2127,806,250,4,10800,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,27,2,59
"5828",5828,5828,2128,2128,1429,300,3,11100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,28,2,59
"5829",5829,5829,2129,2129,707,0,1,11100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,29,2,59
"5830",5830,5830,2130,2130,750,500,1,11600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,30,2,59
"5831",5831,5831,2131,2131,400,500,1,12100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,31,2,59
"5832",5832,5832,2132,2132,564,500,1,12600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,32,2,59
"5833",5833,5833,2133,2133,915,500,1,13100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,33,2,59
"5834",5834,5834,2134,2134,459,0,1,13100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,34,2,59
"5835",5835,5835,2135,2135,413,500,1,13600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,35,2,59
"5836",5836,5836,2136,2136,438,500,1,14100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,36,2,59
"5837",5837,5837,2137,2137,436,500,1,14600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,37,2,59
"5838",5838,5838,2138,2138,617,500,1,15100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,38,2,59
"5839",5839,5839,2139,2139,805,450,2,15550,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,39,2,59
"5840",5840,5840,2140,2140,1404,250,4,15800,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,40,2,59
"5841",5841,5841,2141,2141,1013,300,3,16100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,41,2,59
"5842",5842,5842,2142,2142,3597,0,1,16100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,42,2,59
"5843",5843,5843,2143,2143,765,300,3,16400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,43,2,59
"5844",5844,5844,2144,2144,667,500,1,16900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,44,2,59
"5845",5845,5845,2145,2145,428,500,1,17400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,45,2,59
"5846",5846,5846,2146,2146,957,500,1,17900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,46,2,59
"5847",5847,5847,2147,2147,742,500,1,18400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,47,2,59
"5848",5848,5848,2148,2148,910,450,2,18850,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,48,2,59
"5849",5849,5849,2149,2149,868,1300,3,20150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,49,2,59
"5850",5850,5850,2150,2150,1580,300,3,20450,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,50,2,59
"5851",5851,5851,2151,2151,820,250,4,20700,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,51,3,59
"5852",5852,5852,2152,2152,1228,450,2,21150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,52,3,59
"5853",5853,5853,2153,2153,1405,0,1,21150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,53,3,59
"5854",5854,5854,2154,2154,412,500,1,21650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,54,3,59
"5855",5855,5855,2155,2155,614,500,1,22150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,55,3,59
"5856",5856,5856,2156,2156,997,500,1,22650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,56,3,59
"5857",5857,5857,2157,2157,748,500,1,23150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,57,3,59
"5858",5858,5858,2158,2158,949,450,2,23600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,58,3,59
"5859",5859,5859,2159,2159,460,300,3,23900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,59,3,59
"5860",5860,5860,2160,2160,444,300,3,24200,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,60,3,59
"5861",5861,5861,2161,2161,541,1500,4,25700,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,61,3,59
"5862",5862,5862,2162,2162,2597,300,3,26000,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,62,3,59
"5863",5863,5863,2163,2163,701,250,4,26250,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,63,3,59
"5864",5864,5864,2164,2164,741,200,2,26450,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,64,3,59
"5865",5865,5865,2165,2165,494,1300,3,27750,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,65,3,59
"5866",5866,5866,2166,2166,763,250,4,28000,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,66,3,59
"5867",5867,5867,2167,2167,511,300,3,28300,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,67,3,59
"5868",5868,5868,2168,2168,804,250,4,28550,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,68,3,59
"5869",5869,5869,2169,2169,573,300,3,28850,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,69,3,59
"5870",5870,5870,2170,2170,1269,450,2,29300,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,70,3,59
"5871",5871,5871,2171,2171,621,300,3,29600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,71,3,59
"5872",5872,5872,2172,2172,1453,250,4,29850,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,72,3,59
"5873",5873,5873,2173,2173,1620,300,3,30150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,73,3,59
"5874",5874,5874,2174,2174,895,0,1,30150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,74,3,59
"5875",5875,5875,2175,2175,399,500,1,30650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,75,3,59
"5876",5876,5876,2176,2176,572,500,1,31150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,76,4,59
"5877",5877,5877,2177,2177,475,500,1,31650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,77,4,59
"5878",5878,5878,2178,2178,701,500,1,32150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,78,4,59
"5879",5879,5879,2179,2179,3556,450,2,32600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,79,4,59
"5880",5880,5880,2180,2180,467,1300,3,33900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,80,4,59
"5881",5881,5881,2181,2181,622,0,1,33900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,81,4,59
"5882",5882,5882,2182,2182,356,500,1,34400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,82,4,59
"5883",5883,5883,2183,2183,308,500,1,34900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,83,4,59
"5884",5884,5884,2184,2184,473,500,1,35400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,84,4,59
"5885",5885,5885,2185,2185,405,500,1,35900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",0,85,4,59
"5886",5886,5886,2186,2186,517,300,3,36200,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,86,4,59
"5887",5887,5887,2187,2187,395,300,3,36500,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,87,4,59
"5888",5888,5888,2188,2188,542,300,3,36800,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,88,4,59
"5889",5889,5889,2189,2189,581,300,3,37100,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,89,4,59
"5890",5890,5890,2190,2190,653,1300,3,38400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,90,4,59
"5891",5891,5891,2191,2191,2164,300,3,38700,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,91,4,59
"5892",5892,5892,2192,2192,2293,300,3,39000,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,92,4,59
"5893",5893,5893,2193,2193,5236,300,3,39300,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,93,4,59
"5894",5894,5894,2194,2194,698,300,3,39600,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,94,4,59
"5895",5895,5895,2195,2195,372,1300,3,40900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,95,4,59
"5896",5896,5896,2196,2196,845,1500,4,42400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,96,4,59
"5897",5897,5897,2197,2197,395,250,4,42650,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,97,4,59
"5898",5898,5898,2198,2198,467,250,4,42900,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,98,4,59
"5899",5899,5899,2199,2199,1083,250,4,43150,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,99,4,59
"5900",5900,5900,2200,2200,756,250,4,43400,1022,"Female","White","Not Hispanic or Latino",3.4,"Control",1,100,4,59
"5901",5901,5901,2201,2201,7148,500,1,500,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,1,1,60
"5902",5902,5902,2202,2202,3267,500,1,1000,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,2,1,60
"5903",5903,5903,2203,2203,1650,250,4,1250,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",1,3,1,60
"5904",5904,5904,2204,2204,997,450,2,1700,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,4,1,60
"5905",5905,5905,2205,2205,757,300,3,2000,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",1,5,1,60
"5906",5906,5906,2206,2206,812,500,1,2500,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,6,1,60
"5907",5907,5907,2207,2207,710,500,1,3000,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,7,1,60
"5908",5908,5908,2208,2208,596,0,1,3000,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,8,1,60
"5909",5909,5909,2209,2209,2662,450,2,3450,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,9,1,60
"5910",5910,5910,2210,2210,454,450,2,3900,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,10,1,60
"5911",5911,5911,2211,2211,539,450,2,4350,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,11,1,60
"5912",5912,5912,2212,2212,692,200,2,4550,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",0,12,1,60
"5913",5913,5913,2213,2213,923,300,3,4850,1023,"Female","White","Not Hispanic or Latino",2.35,"Control",1,13,1,60
